False Positive Rate,True Positive Rate,y_test,y_prob
0.72611465,0.833869239,1,0.535568212
0.728237792,0.833869239,0,0.208376256
0.728237792,0.83494105,1,0.620088404
0.731422505,0.83494105,0,0.56968734
0.731422505,0.836012862,0,0.366312587
0.734607219,0.836012862,1,0.568745464
0.734607219,0.837084673,1,0.439622361
0.73566879,0.837084673,0,0.381385909
0.73566879,0.838156484,0,0.61328727
0.738853503,0.838156484,1,0.645096892
0.738853503,0.840300107,0,0.536432148
0.744161359,0.840300107,0,0.455676398
0.744161359,0.841371919,1,0.41817902
0.746284501,0.841371919,0,0.466143602
0.746284501,0.84244373,1,0.62589606
0.747346072,0.84244373,1,0.386819629
0.747346072,0.843515541,0,0.56202809
0.749469214,0.843515541,1,0.509545057
0.749469214,0.845659164,0,0.548051081
0.750530786,0.845659164,0,0.404637959
0.750530786,0.847802787,1,0.650098474
0.751592357,0.847802787,1,0.585399408
0.751592357,0.848874598,1,0.60268748
0.755838641,0.848874598,1,0.34601294
0.755838641,0.849946409,1,0.322597665
0.757961783,0.849946409,0,0.49637248
0.757961783,0.851018221,1,0.568653791
0.761146497,0.851018221,1,0.658785081
0.761146497,0.853161844,1,0.586461404
0.76433121,0.853161844,1,0.587720378
0.76433121,0.855305466,0,0.56785682
0.765392781,0.855305466,1,0.398448439
0.765392781,0.856377278,0,0.551180746
0.766454352,0.856377278,1,0.686282994
0.766454352,0.857449089,0,0.334636688
0.767515924,0.857449089,0,0.277637682
0.767515924,0.8585209,1,0.525731271
0.769639066,0.8585209,1,0.604653142
0.769639066,0.860664523,1,0.688863072
0.771762208,0.860664523,0,0.50961033
0.771762208,0.861736334,1,0.489306903
0.772823779,0.861736334,0,0.301458337
0.772823779,0.862808146,0,0.383459379
0.77388535,0.862808146,1,0.278327004
0.77388535,0.864951768,1,0.712749706
0.779193206,0.864951768,0,0.611104078
0.779193206,0.873526259,1,0.47626368
0.781316348,0.873526259,1,0.474893038
0.781316348,0.874598071,0,0.345320237
0.785562633,0.874598071,1,0.668538216
0.785562633,0.877813505,0,0.698432608
0.786624204,0.877813505,0,0.36937409
0.786624204,0.878885316,0,0.555598198
0.787685775,0.878885316,0,0.642698051
0.787685775,0.88210075,1,0.420036287
0.789808917,0.88210075,0,0.533970922
0.789808917,0.883172562,1,0.434430074
0.791932059,0.883172562,0,0.508612627
0.791932059,0.884244373,1,0.550352262
0.792993631,0.884244373,0,0.509237855
0.792993631,0.885316184,1,0.330047716
0.797239915,0.885316184,1,0.645201407
0.797239915,0.887459807,0,0.585434826
0.807855626,0.887459807,1,0.558023821
0.807855626,0.890675241,1,0.66150689
0.812101911,0.890675241,0,0.539615049
0.812101911,0.891747053,1,0.615987434
0.813163482,0.891747053,1,0.597979579
0.813163482,0.893890675,1,0.397085869
0.814225053,0.893890675,1,0.383457593
0.814225053,0.894962487,0,0.494197297
0.818471338,0.894962487,0,0.560981268
0.818471338,0.896034298,0,0.46070258
0.821656051,0.896034298,1,0.499409259
0.821656051,0.897106109,1,0.328115645
0.828025478,0.897106109,1,0.55166855
0.828025478,0.898177921,0,0.484770068
0.83014862,0.898177921,0,0.395511509
0.83014862,0.899249732,1,0.505417058
0.834394904,0.899249732,0,0.29634021
0.834394904,0.901393355,1,0.748559162
0.836518047,0.901393355,1,0.667809156
0.836518047,0.903536977,1,0.546246663
0.837579618,0.903536977,1,0.60011433
0.837579618,0.907824223,0,0.378443832
0.838641189,0.907824223,0,0.475864088
0.838641189,0.909967846,1,0.439223364
0.83970276,0.909967846,1,0.517672689
0.83970276,0.912111468,1,0.683144537
0.840764331,0.912111468,0,0.64188655
0.840764331,0.915326902,0,0.599856262
0.843949045,0.915326902,0,0.294929561
0.843949045,0.917470525,1,0.503538849
0.848195329,0.917470525,0,0.547824431
0.848195329,0.918542337,1,0.607452296
0.851380042,0.918542337,1,0.347457278
0.851380042,0.919614148,1,0.433349176
0.853503185,0.919614148,0,0.462525401
0.853503185,0.921757771,0,0.602706121
0.857749469,0.921757771,1,0.377248265
0.857749469,0.922829582,0,0.255298699
0.859872611,0.922829582,0,0.193248281
0.859872611,0.923901393,1,0.491295174
0.86836518,0.923901393,1,0.3479407
0.86836518,0.926045016,0,0.675510129
0.869426752,0.926045016,1,0.408457379
0.869426752,0.928188639,0,0.50119012
0.877919321,0.928188639,0,0.431387803
0.877919321,0.931404073,1,0.486934918
0.880042463,0.931404073,0,0.468943504
0.880042463,0.932475884,1,0.5346048
0.882165605,0.932475884,0,0.621251145
0.882165605,0.933547696,0,0.433430048
0.88641189,0.933547696,1,0.678975375
0.88641189,0.93676313,1,0.558647729
0.887473461,0.93676313,1,0.565913221
0.887473461,0.937834941,1,0.570759493
0.888535032,0.937834941,1,0.575692523
0.888535032,0.938906752,0,0.439253454
0.890658174,0.938906752,0,0.432298015
0.890658174,0.939978564,0,0.374836301
0.891719745,0.939978564,1,0.522727164
0.891719745,0.941050375,1,0.630374286
0.892781316,0.941050375,1,0.499013633
0.892781316,0.943193998,0,0.597268615
0.894904459,0.943193998,1,0.628620474
0.894904459,0.948553055,0,0.442603891
0.899150743,0.948553055,0,0.560077836
0.899150743,0.950696677,0,0.370397691
0.900212314,0.950696677,1,0.448939622
0.900212314,0.951768489,1,0.656950582
0.901273885,0.951768489,0,0.487100404
0.901273885,0.9528403,0,0.366236317
0.904458599,0.9528403,1,0.494978052
0.904458599,0.953912111,0,0.445923439
0.907643312,0.953912111,0,0.532728758
0.907643312,0.956055734,1,0.660740988
0.911889597,0.956055734,1,0.466766485
0.911889597,0.957127546,0,0.234851248
0.91507431,0.957127546,0,0.596211847
0.91507431,0.958199357,0,0.623790405
0.916135881,0.958199357,1,0.324730325
0.916135881,0.959271168,1,0.57863361
0.917197452,0.959271168,0,0.368724188
0.917197452,0.964630225,0,0.390460031
0.921443737,0.964630225,1,0.635727665
0.921443737,0.968917471,0,0.561440267
0.92462845,0.968917471,1,0.625660484
0.92462845,0.969989282,1,0.570854359
0.930997877,0.969989282,0,0.599495427
0.930997877,0.972132905,1,0.531935519
0.938428875,0.972132905,0,0.467706026
0.938428875,0.973204716,1,0.605930543
0.939490446,0.973204716,0,0.564879887
0.939490446,0.974276527,0,0.572372524
0.941613588,0.974276527,1,0.492061959
0.941613588,0.975348339,0,0.370432124
0.944798301,0.975348339,1,0.656677571
0.944798301,0.97642015,1,0.429850779
0.95329087,0.97642015,1,0.367568014
0.95329087,0.977491961,1,0.665329492
0.958598726,0.977491961,1,0.561414001
0.958598726,0.978563773,0,0.59627642
0.960721868,0.978563773,1,0.62886484
0.960721868,0.980707395,0,0.205946707
0.961783439,0.980707395,1,0.326012743
0.961783439,0.981779207,1,0.387465783
0.964968153,0.981779207,0,0.455321258
0.964968153,0.982851018,1,0.46629659
0.966029724,0.982851018,0,0.337702757
0.966029724,0.984994641,1,0.609839053
0.970276008,0.984994641,0,0.365489054
0.970276008,0.986066452,0,0.662706896
0.972399151,0.986066452,1,0.702745237
0.972399151,0.987138264,0,0.573747252
0.974522293,0.987138264,1,0.509527722
0.974522293,0.988210075,0,0.613898133
0.975583864,0.988210075,1,0.264284153
0.975583864,0.989281886,0,0.423866887
0.976645435,0.989281886,0,0.522793862
0.976645435,0.991425509,0,0.654038627
0.977707006,0.991425509,0,0.272147409
0.977707006,0.99249732,0,0.241246514
0.978768577,0.99249732,0,0.504967595
0.978768577,0.993569132,0,0.437562131
0.987261146,0.993569132,0,0.45362951
0.987261146,0.994640943,0,0.306291937
0.989384289,0.994640943,0,0.613452093
0.989384289,0.997856377,1,0.455638373
0.995753715,0.997856377,1,0.633046007
0.995753715,0.998928189,1,0.532934356
0.998938429,0.998928189,1,0.303213434
0.998938429,1,0,0.395526368
1,1,1,0.715744316
,,1,0.557446553
,,0,0.399718446
,,0,0.569935901
,,1,0.300553965
,,0,0.387220153
,,0,0.488330228
,,0,0.603317626
,,1,0.431660294
,,1,0.435344788
,,0,0.411566026
,,1,0.416531185
,,1,0.578112396
,,1,0.472364037
,,1,0.727029295
,,0,0.477017422
,,0,0.41745937
,,0,0.194528172
,,0,0.55116743
,,1,0.468215436
,,1,0.312778579
,,0,0.498461203
,,0,0.58414979
,,1,0.307978154
,,0,0.598169708
,,1,0.621226366
,,1,0.305070328
,,1,0.417550059
,,0,0.468698026
,,1,0.543269557
,,0,0.378018183
,,0,0.64728805
,,0,0.573044706
,,1,0.645598927
,,0,0.317435419
,,1,0.606484954
,,1,0.449049507
,,0,0.513093029
,,1,0.603447089
,,0,0.528598209
,,1,0.514144774
,,1,0.606865454
,,1,0.521223349
,,1,0.447433849
,,1,0.594038847
,,0,0.584465118
,,0,0.244555624
,,0,0.42918129
,,1,0.400019767
,,1,0.489885146
,,1,0.480150447
,,1,0.64974173
,,1,0.514953344
,,0,0.56288925
,,0,0.576833785
,,1,0.352284595
,,1,0.541569871
,,0,0.503332486
,,0,0.569571875
,,0,0.368560843
,,1,0.426206365
,,0,0.524003673
,,1,0.52181967
,,0,0.455547982
,,1,0.439950348
,,1,0.45951363
,,0,0.431869207
,,0,0.278402864
,,1,0.69611128
,,1,0.400636647
,,0,0.462170242
,,0,0.334618309
,,1,0.739915964
,,0,0.442117464
,,1,0.403108005
,,0,0.310197254
,,0,0.505475518
,,0,0.279590025
,,1,0.378808439
,,1,0.521911551
,,1,0.610608142
,,1,0.577186813
,,1,0.320457602
,,1,0.266094545
,,1,0.571750766
,,0,0.468141563
,,0,0.618188948
,,0,0.4956614
,,1,0.56871901
,,0,0.311716627
,,0,0.619724753
,,0,0.569689262
,,0,0.397438565
,,0,0.537090331
,,1,0.430390529
,,0,0.614666628
,,0,0.565231222
,,1,0.684988561
,,1,0.516733428
,,1,0.529905794
,,1,0.521858571
,,0,0.59804772
,,0,0.615904743
,,1,0.501754446
,,0,0.608459255
,,0,0.671288796
,,1,0.660123913
,,1,0.366693922
,,1,0.585134166
,,1,0.648689742
,,0,0.338767824
,,0,0.371664053
,,0,0.576742748
,,1,0.607944769
,,0,0.57746533
,,1,0.447063731
,,1,0.453556571
,,0,0.397567208
,,0,0.493480148
,,0,0.605051604
,,1,0.26988727
,,0,0.239513927
,,1,0.382652394
,,1,0.510018997
,,1,0.451356506
,,0,0.382774186
,,0,0.699252618
,,1,0.589107056
,,1,0.629642269
,,1,0.561917707
,,0,0.566981167
,,0,0.412378098
,,1,0.721501774
,,0,0.326484259
,,1,0.693559078
,,1,0.316931122
,,1,0.624884397
,,1,0.495087519
,,0,0.428742166
,,0,0.431263917
,,0,0.63365347
,,1,0.582252453
,,1,0.713276317
,,0,0.30228496
,,1,0.36264173
,,0,0.428960713
,,1,0.569964553
,,0,0.38799914
,,0,0.511076459
,,0,0.359896263
,,0,0.700078906
,,1,0.491179277
,,0,0.322197163
,,1,0.605767555
,,1,0.491460194
,,0,0.323534745
,,1,0.597971531
,,1,0.532057791
,,0,0.490943271
,,1,0.570769734
,,0,0.547742231
,,0,0.507514289
,,1,0.442262753
,,0,0.499276655
,,0,0.518549431
,,1,0.66054909
,,1,0.482007834
,,0,0.336994359
,,0,0.397997406
,,0,0.532826227
,,0,0.337068119
,,0,0.454930644
,,1,0.707681176
,,1,0.562774241
,,0,0.589439051
,,0,0.347192137
,,1,0.37741146
,,1,0.505288087
,,1,0.725917883
,,1,0.66841834
,,0,0.283123102
,,0,0.288739485
,,1,0.623730342
,,0,0.373311593
,,0,0.525322265
,,1,0.618030739
,,1,0.60465508
,,1,0.3765662
,,0,0.529887589
,,0,0.417435607
,,1,0.54896211
,,1,0.480729847
,,0,0.433057366
,,1,0.429672089
,,1,0.454689179
,,0,0.236144764
,,1,0.419209483
,,0,0.405555018
,,0,0.483283769
,,0,0.508269169
,,1,0.349167866
,,1,0.574927254
,,1,0.511632554
,,0,0.370961716
,,1,0.609103839
,,0,0.517564511
,,0,0.435175041
,,1,0.51913824
,,0,0.345254107
,,0,0.417641641
,,0,0.412871844
,,1,0.204483683
,,1,0.503082573
,,1,0.483918545
,,0,0.523999464
,,0,0.588357772
,,0,0.540254061
,,0,0.600138139
,,1,0.615573265
,,0,0.303396781
,,1,0.653518951
,,1,0.689073703
,,0,0.531336184
,,1,0.494199354
,,1,0.523972707
,,0,0.560449863
,,1,0.658776218
,,1,0.469250623
,,0,0.518612739
,,1,0.402940056
,,0,0.371655757
,,1,0.529327053
,,0,0.443180598
,,0,0.330198715
,,0,0.607052485
,,1,0.369407021
,,1,0.459297532
,,1,0.60534663
,,0,0.534600523
,,1,0.50723152
,,0,0.572690636
,,0,0.339455203
,,0,0.394819352
,,0,0.484248948
,,0,0.653236763
,,0,0.596399678
,,1,0.600969497
,,0,0.508856518
,,1,0.587264183
,,1,0.576376195
,,1,0.504743897
,,1,0.619319334
,,1,0.536133604
,,1,0.516305928
,,1,0.48925709
,,1,0.638258672
,,0,0.501949871
,,0,0.683423794
,,0,0.399906815
,,0,0.441943823
,,1,0.243774712
,,0,0.593240042
,,1,0.530535972
,,1,0.493265902
,,0,0.599559691
,,1,0.622414622
,,1,0.559047389
,,1,0.760899239
,,1,0.513080714
,,1,0.564792281
,,1,0.661862851
,,0,0.46773827
,,1,0.249343951
,,0,0.316408976
,,1,0.577342444
,,1,0.535192024
,,1,0.375122702
,,1,0.468789081
,,0,0.465882411
,,1,0.696035815
,,0,0.610405158
,,1,0.354735019
,,0,0.535894105
,,0,0.341461096
,,0,0.487141428
,,0,0.494959923
,,0,0.597656523
,,1,0.467315167
,,1,0.637444466
,,0,0.551165554
,,1,0.495503413
,,0,0.464237865
,,1,0.678020236
,,0,0.55154513
,,1,0.683994229
,,1,0.717052885
,,0,0.520908526
,,0,0.305013172
,,0,0.264063281
,,0,0.550920238
,,0,0.469644116
,,0,0.600754877
,,1,0.564677405
,,0,0.527662844
,,1,0.188143312
,,1,0.329647898
,,1,0.514830457
,,0,0.207048327
,,0,0.55335666
,,1,0.59209564
,,1,0.66781506
,,1,0.656763926
,,0,0.564877092
,,1,0.65969229
,,0,0.611843922
,,1,0.657890412
,,1,0.591047474
,,1,0.454733282
,,1,0.341499062
,,0,0.596841022
,,1,0.650463352
,,0,0.26442993
,,1,0.531800016
,,0,0.462777787
,,1,0.459003393
,,1,0.257031636
,,1,0.575430178
,,1,0.718338653
,,0,0.283934085
,,1,0.646103609
,,0,0.483901
,,0,0.434243891
,,0,0.383917198
,,0,0.405201483
,,0,0.36562992
,,1,0.421924223
,,1,0.466699319
,,0,0.656947779
,,0,0.33218247
,,1,0.656113448
,,0,0.331537926
,,0,0.546583805
,,1,0.31926517
,,1,0.706208442
,,0,0.60828046
,,1,0.665442044
,,0,0.472286541
,,1,0.58664467
,,1,0.672757604
,,1,0.68178856
,,1,0.457869807
,,1,0.496534409
,,1,0.60123967
,,1,0.395321177
,,0,0.393759234
,,1,0.445016467
,,1,0.38889473
,,0,0.424972974
,,0,0.556796791
,,1,0.322434326
,,0,0.357149936
,,0,0.377324032
,,0,0.468880816
,,0,0.432688109
,,1,0.401060912
,,0,0.561051561
,,1,0.519254252
,,0,0.430162992
,,1,0.327908308
,,1,0.724131749
,,1,0.332942385
,,1,0.56866652
,,1,0.449577807
,,1,0.579884373
,,1,0.380377918
,,1,0.353090066
,,1,0.596120487
,,1,0.656281018
,,0,0.393918271
,,1,0.570615398
,,1,0.653224784
,,1,0.523279344
,,0,0.540880194
,,1,0.600905851
,,1,0.369533085
,,1,0.507603728
,,0,0.597075057
,,1,0.622061299
,,0,0.414392569
,,0,0.314372502
,,1,0.615221267
,,1,0.500256013
,,0,0.579726532
,,1,0.463361844
,,0,0.548406532
,,0,0.381584518
,,1,0.597897833
,,1,0.418557476
,,0,0.574523619
,,1,0.662303609
,,1,0.633561042
,,1,0.572423333
,,1,0.564455876
,,1,0.602749053
,,1,0.598780662
,,0,0.37693147
,,1,0.595049059
,,1,0.549004478
,,1,0.612401649
,,1,0.642433964
,,1,0.509316867
,,1,0.659027875
,,0,0.598973784
,,0,0.396976647
,,0,0.654827772
,,1,0.429008145
,,1,0.365461717
,,1,0.522358136
,,1,0.559467486
,,0,0.421585035
,,0,0.603409255
,,0,0.553436877
,,0,0.416071579
,,0,0.597529673
,,0,0.475769291
,,0,0.429512925
,,1,0.477330811
,,1,0.575535061
,,0,0.61416498
,,1,0.447129864
,,1,0.454769857
,,1,0.626560958
,,0,0.456450807
,,0,0.409730944
,,0,0.22613597
,,0,0.374212847
,,0,0.500348618
,,0,0.444183965
,,0,0.174543334
,,0,0.547305511
,,1,0.615763512
,,1,0.586847626
,,1,0.608938932
,,1,0.682208132
,,0,0.35581237
,,0,0.53667333
,,1,0.486244982
,,1,0.707698258
,,1,0.655836586
,,1,0.483868956
,,1,0.418368762
,,0,0.608277576
,,0,0.500523631
,,1,0.676895825
,,1,0.569238845
,,1,0.603907542
,,0,0.460543939
,,0,0.598562463
,,0,0.635710174
,,1,0.543201563
,,1,0.549761416
,,0,0.298657757
,,0,0.601057417
,,0,0.286271826
,,0,0.528744132
,,1,0.594632836
,,1,0.405053934
,,1,0.589416723
,,1,0.463916323
,,0,0.370899197
,,1,0.594652941
,,0,0.465940836
,,1,0.644808236
,,1,0.695286815
,,0,0.504513067
,,0,0.489827622
,,1,0.418995201
,,1,0.37915615
,,1,0.616132768
,,0,0.537184714
,,0,0.266700513
,,1,0.484538248
,,0,0.593208272
,,0,0.614501075
,,1,0.593380545
,,1,0.45640352
,,1,0.497352722
,,0,0.58668089
,,0,0.457318871
,,0,0.595786007
,,0,0.582055814
,,0,0.608379992
,,1,0.516230383
,,1,0.426165879
,,1,0.419417734
,,0,0.503372741
,,0,0.51933333
,,1,0.514886875
,,0,0.296244337
,,0,0.415671096
,,0,0.399914606
,,1,0.305201064
,,0,0.534534805
,,1,0.548412296
,,1,0.546549297
,,1,0.456434561
,,0,0.663971052
,,0,0.429682787
,,1,0.471507116
,,1,0.37253103
,,0,0.263171268
,,1,0.598269441
,,0,0.282566094
,,0,0.519701292
,,0,0.519728727
,,0,0.531619802
,,0,0.595417274
,,0,0.613446901
,,0,0.557300426
,,1,0.643372088
,,0,0.298551006
,,0,0.23363855
,,0,0.326818835
,,1,0.635491087
,,1,0.62879024
,,1,0.533191906
,,0,0.514090036
,,1,0.536985186
,,1,0.441924
,,0,0.497271456
,,1,0.406757695
,,1,0.39790319
,,1,0.63015956
,,1,0.475236629
,,1,0.663471483
,,1,0.727182269
,,1,0.60935663
,,1,0.641044777
,,1,0.53581876
,,0,0.363919651
,,1,0.421588115
,,0,0.3704754
,,0,0.387461645
,,0,0.575213116
,,1,0.597023785
,,0,0.2688636
,,0,0.325601651
,,1,0.5940814
,,1,0.591889252
,,0,0.346230909
,,1,0.535264235
,,0,0.579962763
,,0,0.321749554
,,1,0.472112397
,,0,0.603036002
,,0,0.338802169
,,0,0.499946845
,,1,0.664259921
,,1,0.499658211
,,0,0.389525347
,,0,0.436939589
,,0,0.574848757
,,1,0.543342665
,,1,0.430844183
,,1,0.626044995
,,0,0.249791605
,,0,0.602645111
,,0,0.589284827
,,1,0.551356076
,,1,0.660696561
,,1,0.399891552
,,0,0.488161925
,,1,0.6193867
,,1,0.597976833
,,0,0.494094678
,,0,0.599252774
,,0,0.628832029
,,1,0.474091706
,,0,0.375429607
,,1,0.698177791
,,0,0.507969943
,,1,0.314737681
,,0,0.509409941
,,1,0.693688443
,,1,0.375684681
,,1,0.379702188
,,0,0.489669649
,,1,0.440470647
,,1,0.662358895
,,0,0.449597318
,,1,0.351490365
,,1,0.430457467
,,1,0.447147274
,,0,0.577797872
,,0,0.620078715
,,0,0.563951208
,,0,0.525355991
,,0,0.556557391
,,1,0.654432308
,,1,0.397204378
,,1,0.601681785
,,1,0.462101137
,,0,0.415163404
,,0,0.422684324
,,0,0.377499856
,,0,0.339756724
,,0,0.532191948
,,0,0.467948826
,,0,0.534108595
,,1,0.343110059
,,1,0.357560276
,,1,0.341028934
,,0,0.341455641
,,0,0.382795093
,,0,0.387306242
,,0,0.458640441
,,1,0.564204459
,,1,0.572527295
,,0,0.611688511
,,0,0.506408086
,,0,0.357110754
,,0,0.373396671
,,0,0.279880103
,,1,0.222431281
,,0,0.468520508
,,0,0.562726563
,,0,0.421431967
,,1,0.488698435
,,0,0.243267949
,,1,0.685204163
,,1,0.430421248
,,0,0.316120397
,,0,0.550472249
,,0,0.456387809
,,0,0.437181859
,,1,0.324072557
,,1,0.664106783
,,0,0.635637283
,,1,0.732107515
,,1,0.379928159
,,1,0.55349865
,,0,0.451240648
,,0,0.647234557
,,0,0.425942977
,,1,0.666643019
,,1,0.501157288
,,0,0.496208661
,,1,0.643774686
,,0,0.475218744
,,0,0.301764255
,,1,0.576365587
,,0,0.661903179
,,0,0.26263464
,,1,0.470736919
,,0,0.499101171
,,0,0.615117339
,,0,0.584815721
,,1,0.534094861
,,1,0.306947414
,,1,0.646242455
,,0,0.398763976
,,0,0.67177068
,,1,0.622348092
,,0,0.405016577
,,1,0.468235638
,,0,0.556770377
,,0,0.411036413
,,1,0.504624599
,,0,0.301074435
,,1,0.385925422
,,0,0.594441568
,,0,0.411964411
,,0,0.593208996
,,1,0.661760586
,,1,0.569445973
,,1,0.67028541
,,1,0.478020372
,,1,0.538873274
,,0,0.525298936
,,0,0.547928929
,,1,0.28928947
,,1,0.656701751
,,0,0.521816642
,,1,0.676290658
,,0,0.592364318
,,0,0.539424136
,,1,0.240212696
,,1,0.323451421
,,1,0.67837628
,,0,0.431877022
,,0,0.42326736
,,0,0.633301147
,,1,0.236844585
,,1,0.700368326
,,0,0.551214271
,,0,0.596743314
,,1,0.576288939
,,0,0.471649147
,,0,0.389017297
,,1,0.6777906
,,1,0.609755418
,,1,0.420759367
,,0,0.53566435
,,0,0.644897174
,,1,0.661507126
,,1,0.492572428
,,0,0.372655223
,,0,0.602318991
,,0,0.628170993
,,1,0.258437892
,,0,0.205950846
,,0,0.503557225
,,0,0.477899041
,,0,0.547810449
,,1,0.458039263
,,0,0.521906504
,,0,0.512452211
,,0,0.40722788
,,0,0.23504939
,,1,0.547120872
,,1,0.337270504
,,0,0.539665468
,,1,0.649597428
,,0,0.460685972
,,0,0.485213147
,,0,0.547560484
,,0,0.455338425
,,0,0.559827137
,,1,0.239008598
,,0,0.357917763
,,0,0.62629866
,,0,0.543386347
,,1,0.581944648
,,1,0.65406105
,,1,0.53328354
,,0,0.306639894
,,0,0.390062124
,,0,0.550287458
,,1,0.624420792
,,0,0.391392975
,,0,0.482748085
,,0,0.470575189
,,0,0.459827076
,,0,0.430081077
,,0,0.526939903
,,0,0.40548609
,,0,0.41267915
,,1,0.648902799
,,0,0.571784272
,,1,0.668384082
,,1,0.679448151
,,1,0.378832127
,,1,0.389388268
,,0,0.673726624
,,1,0.716755522
,,1,0.265905351
,,1,0.41379879
,,1,0.637620695
,,0,0.561123167
,,0,0.390601002
,,0,0.353730912
,,1,0.64389871
,,1,0.649145857
,,0,0.415826634
,,1,0.55230812
,,1,0.463466422
,,0,0.413973527
,,1,0.393895449
,,0,0.660015633
,,0,0.40379806
,,0,0.619751947
,,1,0.567765339
,,0,0.381515679
,,1,0.56090714
,,1,0.591831995
,,0,0.59521574
,,0,0.518264328
,,1,0.490468417
,,0,0.407067101
,,0,0.375271526
,,1,0.563523731
,,0,0.584881863
,,0,0.493984666
,,0,0.535753009
,,1,0.619727375
,,1,0.526248629
,,0,0.342832393
,,1,0.305763359
,,1,0.677019432
,,0,0.486180541
,,0,0.406743317
,,1,0.404601326
,,0,0.493607371
,,1,0.637334012
,,0,0.314466966
,,0,0.560219472
,,0,0.522848677
,,0,0.483086896
,,0,0.429722807
,,0,0.559419461
,,1,0.458659627
,,1,0.595774018
,,0,0.303781009
,,0,0.448289623
,,0,0.677790523
,,1,0.442909052
,,1,0.634997038
,,1,0.466716004
,,0,0.553473365
,,1,0.628707465
,,1,0.528313882
,,0,0.476155957
,,1,0.415033903
,,1,0.56923786
,,1,0.642345589
,,1,0.402228155
,,1,0.40067911
,,0,0.623048793
,,0,0.469633541
,,1,0.50749598
,,0,0.589981193
,,1,0.525151646
,,0,0.43527299
,,0,0.563193507
,,0,0.655710091
,,0,0.637830698
,,1,0.517202068
,,1,0.415137403
,,1,0.497471873
,,1,0.523016675
,,1,0.594412312
,,1,0.481610952
,,1,0.417915246
,,0,0.456915274
,,0,0.469008895
,,1,0.453176504
,,1,0.345031896
,,0,0.599765617
,,0,0.40950898
,,0,0.642113161
,,0,0.478463178
,,1,0.501176494
,,1,0.433330251
,,1,0.544797365
,,0,0.52293076
,,0,0.553083094
,,0,0.407418243
,,1,0.59007723
,,1,0.529290294
,,1,0.58907382
,,0,0.571328569
,,0,0.465069222
,,0,0.355241439
,,0,0.481144309
,,0,0.432844666
,,1,0.242878143
,,1,0.310587429
,,1,0.484563484
,,1,0.658097439
,,0,0.638870812
,,0,0.484929967
,,1,0.492864137
,,0,0.331927876
,,1,0.547690472
,,0,0.35209722
,,0,0.552072077
,,0,0.593703131
,,1,0.533332202
,,0,0.288467825
,,0,0.617670143
,,1,0.638170342
,,0,0.692898195
,,1,0.697209715
,,1,0.630013775
,,0,0.430336091
,,1,0.657381543
,,0,0.47208211
,,0,0.447994197
,,1,0.583176594
,,1,0.584794579
,,1,0.631082896
,,0,0.515012952
,,1,0.552474848
,,1,0.440093659
,,0,0.36101713
,,0,0.339550592
,,1,0.444414585
,,1,0.505189593
,,1,0.350776948
,,1,0.2113365
,,0,0.531452226
,,0,0.508298929
,,0,0.413121445
,,1,0.551481629
,,1,0.563313438
,,0,0.641104041
,,0,0.370094406
,,0,0.523546447
,,0,0.530130518
,,0,0.482606349
,,1,0.625130738
,,1,0.701436269
,,0,0.366677574
,,0,0.349147668
,,0,0.545761379
,,1,0.536069999
,,0,0.546473744
,,0,0.551222409
,,0,0.370799913
,,0,0.543378655
,,0,0.506778447
,,1,0.423728313
,,0,0.544624962
,,0,0.570111195
,,1,0.458343062
,,1,0.596475124
,,1,0.681243812
,,0,0.533967804
,,1,0.542507203
,,1,0.287984426
,,0,0.477277057
,,0,0.424311091
,,1,0.307699837
,,0,0.249268229
,,0,0.486667686
,,1,0.661509245
,,0,0.597311771
,,0,0.605031205
,,1,0.546209677
,,0,0.567814317
,,0,0.672885944
,,0,0.473235852
,,1,0.65977371
,,1,0.633497109
,,0,0.373939559
,,1,0.641131293
,,1,0.648591978
,,0,0.585488067
,,0,0.615996355
,,1,0.658361444
,,1,0.499666606
,,0,0.420218368
,,1,0.664319573
,,1,0.305520198
,,0,0.399383506
,,0,0.537585008
,,1,0.444151752
,,0,0.548496082
,,1,0.409497123
,,0,0.444236331
,,1,0.530771517
,,1,0.582929447
,,1,0.385900871
,,0,0.317044674
,,0,0.423565421
,,1,0.322389196
,,0,0.535187708
,,0,0.220761844
,,0,0.30108852
,,0,0.326065378
,,1,0.523968406
,,0,0.495952372
,,0,0.66570424
,,0,0.558381721
,,1,0.637695088
,,0,0.306864569
,,1,0.35431533
,,1,0.589967641
,,1,0.631459389
,,1,0.662267735
,,0,0.432018055
,,0,0.527994993
,,0,0.423120041
,,1,0.601036766
,,0,0.371175154
,,0,0.49317393
,,0,0.650332936
,,1,0.208945164
,,0,0.582124277
,,1,0.390901349
,,1,0.543047791
,,0,0.317777462
,,0,0.534935711
,,0,0.526866993
