False Positive Rate,True Positive Rate,y_test,y_prob
0.682590234,0.891747053,1,0.602335094
0.683651805,0.891747053,0,0.506904578
0.683651805,0.892818864,1,0.463632841
0.685774947,0.892818864,0,0.168881628
0.685774947,0.894962487,0,0.510189423
0.686836518,0.894962487,1,0.640031781
0.686836518,0.896034298,1,0.755582822
0.687898089,0.896034298,0,0.489244251
0.687898089,0.898177921,0,0.444022404
0.690021231,0.898177921,1,0.577731603
0.690021231,0.899249732,0,0.363722695
0.691082803,0.899249732,0,0.262177458
0.691082803,0.901393355,1,0.460213464
0.700636943,0.901393355,0,0.533804987
0.700636943,0.906752412,1,0.285813922
0.701698514,0.906752412,1,0.673118267
0.701698514,0.907824223,0,0.697863889
0.704883227,0.907824223,1,0.38293259
0.704883227,0.909967846,0,0.521586737
0.705944798,0.909967846,0,0.297319159
0.705944798,0.911039657,1,0.32918821
0.707006369,0.911039657,1,0.551100991
0.707006369,0.914255091,1,0.482622227
0.708067941,0.914255091,1,0.67922558
0.708067941,0.915326902,1,0.591141344
0.709129512,0.915326902,0,0.704422848
0.709129512,0.917470525,1,0.469921083
0.710191083,0.917470525,1,0.47391833
0.710191083,0.918542337,1,0.509729224
0.714437367,0.918542337,1,0.690769325
0.714437367,0.919614148,0,0.598275309
0.71656051,0.919614148,1,0.770979425
0.71656051,0.920685959,0,0.574932935
0.718683652,0.920685959,1,0.695082736
0.718683652,0.921757771,0,0.429998486
0.719745223,0.921757771,0,0.419712388
0.719745223,0.927116827,1,0.695224114
0.720806794,0.927116827,1,0.644048092
0.720806794,0.928188639,1,0.303460332
0.723991507,0.928188639,0,0.343263245
0.723991507,0.92926045,1,0.326915656
0.727176221,0.92926045,0,0.40191196
0.727176221,0.932475884,0,0.45364746
0.729299363,0.932475884,1,0.613981487
0.729299363,0.933547696,1,0.799179461
0.730360934,0.933547696,0,0.717141585
0.730360934,0.934619507,1,0.141143848
0.733545648,0.934619507,1,0.781185365
0.733545648,0.93676313,0,0.444698394
0.73566879,0.93676313,1,0.855117019
0.73566879,0.938906752,0,0.264163248
0.740976645,0.938906752,0,0.415793318
0.740976645,0.939978564,0,0.152189018
0.74522293,0.939978564,0,0.717073929
0.74522293,0.941050375,1,0.222544391
0.746284501,0.941050375,0,0.598291884
0.746284501,0.942122186,1,0.740714297
0.748407643,0.942122186,0,0.322821151
0.748407643,0.944265809,1,0.767653348
0.753715499,0.944265809,0,0.639147515
0.753715499,0.946409432,1,0.553284075
0.75477707,0.946409432,1,0.659823686
0.75477707,0.948553055,0,0.146809443
0.755838641,0.948553055,1,0.570519927
0.755838641,0.949624866,1,0.675149506
0.759023355,0.949624866,0,0.57564231
0.759023355,0.951768489,1,0.325542517
0.767515924,0.951768489,1,0.778911199
0.767515924,0.9528403,1,0.441603082
0.771762208,0.9528403,1,0.321599504
0.771762208,0.953912111,0,0.543399969
0.776008493,0.953912111,0,0.733488953
0.776008493,0.954983923,0,0.677956935
0.777070064,0.954983923,1,0.635930264
0.777070064,0.956055734,1,0.709828747
0.780254777,0.956055734,1,0.821664269
0.780254777,0.957127546,0,0.258105513
0.786624204,0.957127546,0,0.232679463
0.786624204,0.958199357,1,0.72300734
0.787685775,0.958199357,0,0.408795546
0.787685775,0.959271168,1,0.724460451
0.794055202,0.959271168,1,0.497729389
0.794055202,0.96034298,1,0.48973695
0.795116773,0.96034298,1,0.552476496
0.795116773,0.961414791,0,0.382101624
0.799363057,0.961414791,0,0.275422049
0.799363057,0.963558414,1,0.263400384
0.808917197,0.963558414,1,0.652248128
0.808917197,0.965702036,1,0.791467869
0.809978769,0.965702036,0,0.262540917
0.809978769,0.966773848,0,0.2259877
0.816348195,0.966773848,0,0.267106218
0.816348195,0.967845659,1,0.610341092
0.822717622,0.967845659,0,0.253363028
0.822717622,0.968917471,1,0.52374078
0.824840764,0.968917471,1,0.47315027
0.824840764,0.969989282,1,0.146068549
0.838641189,0.969989282,0,0.37970376
0.838641189,0.971061093,0,0.432098674
0.83970276,0.971061093,1,0.578242496
0.83970276,0.972132905,0,0.147703697
0.840764331,0.972132905,0,0.357834109
0.840764331,0.973204716,1,0.618438234
0.843949045,0.973204716,1,0.626750205
0.843949045,0.974276527,0,0.856819004
0.856687898,0.974276527,1,0.530685209
0.856687898,0.975348339,0,0.69461789
0.857749469,0.975348339,0,0.52340647
0.857749469,0.97642015,1,0.207958522
0.860934183,0.97642015,0,0.293649742
0.860934183,0.977491961,1,0.602067407
0.861995754,0.977491961,0,0.767916473
0.861995754,0.978563773,0,0.308475724
0.864118896,0.978563773,1,0.353547779
0.864118896,0.979635584,1,0.274423536
0.871549894,0.979635584,1,0.496860578
0.871549894,0.981779207,1,0.686810103
0.872611465,0.981779207,1,0.621045835
0.872611465,0.982851018,0,0.281345276
0.883227176,0.982851018,0,0.596250266
0.883227176,0.98392283,0,0.307801229
0.890658174,0.98392283,1,0.707680296
0.890658174,0.984994641,1,0.717815836
0.907643312,0.984994641,1,0.590205918
0.907643312,0.986066452,0,0.297561074
0.911889597,0.986066452,1,0.786439161
0.911889597,0.988210075,0,0.681125302
0.91507431,0.988210075,0,0.238095696
0.91507431,0.989281886,0,0.500706568
0.918259023,0.989281886,1,0.310971003
0.918259023,0.991425509,1,0.782432198
0.92462845,0.991425509,0,0.381460609
0.92462845,0.99249732,0,0.558925163
0.941613588,0.99249732,1,0.293443523
0.941613588,0.993569132,0,0.329488673
0.950106157,0.993569132,0,0.234714685
0.950106157,0.994640943,1,0.700309639
0.958598726,0.994640943,1,0.473642324
0.958598726,0.995712755,0,0.214121751
0.99044586,0.995712755,0,0.188714957
0.99044586,0.996784566,0,0.330490882
0.993630573,0.996784566,1,0.274433483
0.993630573,0.998928189,1,0.763133005
0.994692144,0.998928189,0,0.155509053
0.994692144,1,0,0.578364661
1,1,1,0.754087279
,,0,0.427670135
,,1,0.789584439
,,1,0.734828311
,,0,0.265482956
,,1,0.245441705
,,0,0.378250643
,,1,0.669609492
,,0,0.203776005
,,0,0.750809281
,,1,0.640653151
,,0,0.297782986
,,1,0.306569652
,,1,0.626539298
,,1,0.657499601
,,1,0.243602161
,,1,0.410809728
,,0,0.392626368
,,1,0.529397658
,,0,0.255164709
,,1,0.645253049
,,1,0.339555256
,,0,0.424480293
,,1,0.6367654
,,0,0.555753822
,,1,0.451964426
,,0,0.605098333
,,0,0.735954459
,,1,0.619887532
,,0,0.232547904
,,1,0.503623391
,,0,0.413464996
,,1,0.492893158
,,0,0.454540164
,,0,0.427312769
,,0,0.551995902
,,0,0.583186918
,,0,0.421015497
,,0,0.168541779
,,0,0.766930041
,,0,0.456785382
,,0,0.657580938
,,0,0.687015155
,,1,0.615969063
,,1,0.484112463
,,1,0.419903567
,,1,0.3434783
,,0,0.306458401
,,1,0.463943317
,,1,0.689767193
,,0,0.473115323
,,0,0.728332871
,,1,0.470519233
,,0,0.268708616
,,0,0.665087385
,,0,0.553832585
,,1,0.389326638
,,1,0.562208864
,,0,0.576596489
,,1,0.440220296
,,1,0.644198171
,,1,0.671079485
,,1,0.621134253
,,0,0.426128969
,,0,0.223311631
,,0,0.562235546
,,0,0.685088714
,,1,0.315710314
,,1,0.682437621
,,0,0.349719446
,,0,0.557458551
,,1,0.420673132
,,0,0.768031624
,,1,0.701279341
,,1,0.220338828
,,1,0.277094072
,,0,0.534147345
,,1,0.633572564
,,0,0.633647476
,,0,0.79245351
,,0,0.346451225
,,1,0.796752272
,,0,0.402538317
,,1,0.296691069
,,1,0.664653843
,,0,0.694670457
,,1,0.550068629
,,0,0.59500155
,,1,0.542824707
,,1,0.660855815
,,1,0.791849782
,,1,0.325943593
,,1,0.32380165
,,0,0.643740221
,,0,0.283651211
,,0,0.36709608
,,1,0.461964068
,,1,0.557693396
,,1,0.402143415
,,1,0.603775071
,,1,0.716999592
,,0,0.267677557
,,0,0.750012723
,,1,0.365185325
,,1,0.512717694
,,0,0.377679543
,,0,0.569646385
,,0,0.730038872
,,1,0.511849044
,,0,0.302750024
,,1,0.447060651
,,0,0.633951863
,,1,0.549933135
,,1,0.545026393
,,0,0.629557594
,,0,0.375765136
,,1,0.831803164
,,1,0.329986367
,,0,0.360179223
,,0,0.645273718
,,1,0.443940492
,,0,0.282851659
,,1,0.711331327
,,0,0.585605628
,,0,0.512160304
,,0,0.395579939
,,1,0.192655299
,,1,0.644244583
,,1,0.485479334
,,1,0.603582364
,,1,0.294319868
,,1,0.420773647
,,1,0.853779408
,,0,0.234590785
,,0,0.449459452
,,0,0.432141831
,,1,0.646778213
,,0,0.493689533
,,0,0.68478286
,,0,0.442270513
,,0,0.460858337
,,0,0.509517265
,,1,0.614574133
,,0,0.662002167
,,0,0.534659933
,,1,0.625063333
,,1,0.517373604
,,1,0.706460907
,,1,0.693110972
,,0,0.199091623
,,0,0.401602931
,,1,0.233812093
,,0,0.533849216
,,0,0.638974946
,,1,0.564741392
,,1,0.748018192
,,1,0.564120498
,,1,0.729503888
,,0,0.139289423
,,0,0.495531203
,,0,0.535103669
,,1,0.820575239
,,0,0.708380487
,,1,0.650378287
,,1,0.530811336
,,0,0.389671928
,,0,0.273822901
,,0,0.46603344
,,1,0.245577065
,,0,0.464341719
,,1,0.353787458
,,1,0.624670868
,,1,0.375589621
,,0,0.638989867
,,0,0.731404914
,,1,0.651787803
,,1,0.372973942
,,1,0.548945641
,,0,0.576505132
,,0,0.424302343
,,1,0.532821996
,,0,0.634472444
,,1,0.625476837
,,1,0.484001508
,,1,0.757855562
,,1,0.494263075
,,0,0.647361955
,,0,0.535737546
,,0,0.403732261
,,1,0.650759396
,,1,0.693802555
,,0,0.424048106
,,1,0.493150517
,,0,0.30066084
,,1,0.750525985
,,0,0.372794354
,,0,0.33705844
,,0,0.395048892
,,0,0.884423636
,,1,0.300029963
,,0,0.166670239
,,1,0.641472653
,,1,0.593874801
,,0,0.333465144
,,1,0.794270719
,,1,0.364332556
,,0,0.286734504
,,1,0.722101256
,,0,0.423948318
,,0,0.504256564
,,1,0.819918989
,,0,0.280578838
,,0,0.683626015
,,1,0.617672734
,,1,0.638865497
,,0,0.501999938
,,0,0.419390255
,,0,0.644815629
,,0,0.633575379
,,0,0.470025645
,,1,0.636743243
,,1,0.626168
,,0,0.690459558
,,0,0.17291031
,,1,0.743646098
,,1,0.681810171
,,1,0.862314008
,,1,0.669124064
,,0,0.351145806
,,0,0.488930522
,,1,0.638823436
,,0,0.616000432
,,0,0.506695733
,,1,0.583158342
,,1,0.469567444
,,1,0.486768112
,,0,0.828061226
,,0,0.633459899
,,1,0.643631709
,,1,0.544211567
,,0,0.391750538
,,1,0.771383493
,,1,0.518608486
,,0,0.279415681
,,1,0.511502986
,,0,0.258725801
,,0,0.394185738
,,0,0.777974405
,,1,0.383634172
,,1,0.361989414
,,1,0.806918844
,,0,0.469240425
,,1,0.780618042
,,0,0.673539622
,,0,0.379905456
,,1,0.568090663
,,0,0.234445304
,,0,0.675468023
,,0,0.755142754
,,1,0.563097376
,,1,0.441405109
,,1,0.514069518
,,0,0.52339142
,,0,0.338218395
,,0,0.156063164
,,0,0.199886292
,,1,0.726752158
,,0,0.577924251
,,1,0.611564245
,,1,0.83125923
,,0,0.398164704
,,1,0.441250954
,,1,0.625289237
,,0,0.458326635
,,1,0.684764474
,,1,0.407598051
,,0,0.713180711
,,1,0.62927646
,,0,0.176593346
,,1,0.673990292
,,0,0.61401254
,,0,0.423121367
,,0,0.801280034
,,1,0.337496253
,,1,0.459608521
,,1,0.628495352
,,0,0.713338222
,,1,0.547040976
,,0,0.606403038
,,0,0.624528553
,,0,0.395446348
,,0,0.571731196
,,0,0.601593033
,,0,0.266716898
,,1,0.711108434
,,0,0.217322013
,,1,0.592379975
,,1,0.660122537
,,1,0.465996255
,,1,0.387200314
,,1,0.676213736
,,1,0.522965179
,,1,0.291595294
,,1,0.509336471
,,0,0.633745168
,,0,0.263328435
,,0,0.604056584
,,0,0.279603219
,,1,0.37054793
,,0,0.328660629
,,1,0.338397001
,,1,0.327723826
,,0,0.650465996
,,1,0.72992406
,,1,0.351288898
,,1,0.899463773
,,1,0.489586875
,,1,0.661662745
,,1,0.725242573
,,0,0.376069539
,,1,0.543437957
,,0,0.36554659
,,1,0.569965162
,,1,0.215538857
,,1,0.42458265
,,1,0.482427831
,,0,0.434169322
,,1,0.618145032
,,0,0.493477059
,,1,0.722812144
,,0,0.715527048
,,0,0.436205324
,,0,0.468003522
,,0,0.335515216
,,0,0.694074089
,,1,0.422250817
,,1,0.34868948
,,0,0.534494161
,,1,0.248145274
,,0,0.465368251
,,1,0.755275706
,,0,0.705699904
,,1,0.535497967
,,1,0.239221779
,,0,0.684885243
,,0,0.629283701
,,0,0.372227843
,,0,0.21165117
,,0,0.223365159
,,0,0.670009386
,,1,0.390100606
,,0,0.369315718
,,1,0.437999295
,,1,0.413241782
,,1,0.380651883
,,0,0.548522278
,,0,0.54968728
,,1,0.321924671
,,1,0.510316751
,,1,0.811238954
,,0,0.382163322
,,1,0.758703825
,,0,0.307584745
,,1,0.563871195
,,1,0.5873562
,,1,0.457281095
,,1,0.751912405
,,0,0.833204719
,,1,0.564494078
,,0,0.53737287
,,1,0.403648252
,,0,0.593456022
,,1,0.593679306
,,1,0.606560973
,,1,0.590447713
,,1,0.885206971
,,0,0.603263156
,,1,0.459626937
,,0,0.678571773
,,0,0.784252961
,,0,0.45317243
,,0,0.611543528
,,0,0.319701072
,,1,0.410848282
,,1,0.659800749
,,0,0.24023655
,,0,0.372246253
,,1,0.751049118
,,0,0.607924168
,,0,0.287516585
,,1,0.442041966
,,1,0.611061118
,,0,0.166670433
,,1,0.722535671
,,0,0.498616287
,,1,0.676807912
,,1,0.724952398
,,1,0.696516453
,,1,0.470533023
,,1,0.60046225
,,1,0.567100611
,,1,0.458963937
,,0,0.457960912
,,1,0.346471505
,,1,0.507472044
,,0,0.468708119
,,0,0.323847179
,,1,0.493106524
,,0,0.273944687
,,0,0.689337048
,,0,0.380589159
,,0,0.281164335
,,1,0.58219959
,,0,0.762583489
,,1,0.658097336
,,0,0.378477855
,,1,0.268892649
,,1,0.809333043
,,1,0.567586083
,,1,0.589530238
,,1,0.364699389
,,1,0.753028034
,,1,0.531883232
,,1,0.704164542
,,1,0.360564523
,,1,0.421904033
,,0,0.549227454
,,1,0.556843195
,,1,0.733393461
,,1,0.723040101
,,0,0.345557049
,,1,0.746745371
,,1,0.553346004
,,1,0.593091456
,,0,0.73999539
,,1,0.541442447
,,0,0.297969804
,,0,0.345255169
,,1,0.469567991
,,1,0.561009633
,,0,0.424847121
,,1,0.40740167
,,0,0.423021268
,,0,0.377209915
,,1,0.263911897
,,1,0.739183806
,,0,0.669974071
,,1,0.338065375
,,1,0.800889734
,,1,0.619796707
,,1,0.662958903
,,1,0.728682149
,,1,0.637788364
,,0,0.537946082
,,1,0.183721571
,,1,0.518682661
,,1,0.578634525
,,1,0.590439211
,,1,0.527271568
,,1,0.555608242
,,0,0.396514788
,,0,0.549052624
,,0,0.323713736
,,1,0.568032005
,,1,0.31259311
,,1,0.328309591
,,1,0.679884841
,,0,0.658186207
,,0,0.725084379
,,0,0.487963607
,,0,0.389121764
,,0,0.66220556
,,0,0.198354234
,,0,0.571950872
,,1,0.348489692
,,1,0.608908887
,,0,0.398167305
,,1,0.477843393
,,1,0.330952404
,,1,0.707848018
,,0,0.314824052
,,0,0.651558676
,,0,0.528629912
,,0,0.509748793
,,0,0.439342811
,,0,0.409122943
,,0,0.60087865
,,0,0.292503047
,,1,0.567130351
,,1,0.602557565
,,1,0.555544783
,,1,0.632139521
,,0,0.401542096
,,0,0.165870423
,,1,0.556335815
,,1,0.763817351
,,1,0.542145677
,,1,0.422892341
,,1,0.566955526
,,0,0.433071345
,,0,0.457210596
,,1,0.752150995
,,1,0.537773253
,,1,0.686940497
,,0,0.604895223
,,0,0.706891532
,,0,0.741107045
,,1,0.460959665
,,1,0.662305067
,,0,0.529223968
,,0,0.219646475
,,0,0.581545068
,,0,0.659847255
,,1,0.752546652
,,1,0.354222965
,,1,0.497626673
,,1,0.640736714
,,0,0.318590566
,,1,0.729241635
,,0,0.303028351
,,1,0.529972573
,,1,0.759340256
,,0,0.701951207
,,0,0.419341904
,,1,0.407079582
,,1,0.738889414
,,1,0.322610864
,,0,0.475662715
,,0,0.209231987
,,1,0.571367805
,,0,0.188672289
,,0,0.591475427
,,1,0.681451574
,,1,0.472534443
,,1,0.538350935
,,0,0.404852048
,,0,0.536493397
,,0,0.454974275
,,0,0.418666807
,,0,0.446995588
,,1,0.257676307
,,1,0.446178001
,,1,0.524327233
,,0,0.235464558
,,0,0.409584939
,,1,0.724723826
,,0,0.554613378
,,0,0.32804515
,,0,0.260569505
,,1,0.723544614
,,0,0.148521228
,,1,0.448076509
,,1,0.787474736
,,1,0.42193783
,,0,0.4970839
,,0,0.389295945
,,1,0.537682882
,,1,0.522322789
,,0,0.154938232
,,1,0.735341913
,,0,0.446282136
,,0,0.535504388
,,0,0.166083496
,,0,0.273144662
,,0,0.354043113
,,0,0.590059236
,,0,0.168721072
,,1,0.383537255
,,0,0.385580706
,,0,0.414327151
,,0,0.625069522
,,1,0.692566719
,,1,0.354167571
,,1,0.6707
,,0,0.322271786
,,1,0.51682972
,,1,0.50339623
,,0,0.469119908
,,1,0.771462189
,,1,0.452613704
,,1,0.785522525
,,1,0.54742198
,,1,0.421426467
,,1,0.858566746
,,1,0.516739682
,,1,0.291538956
,,1,0.733670933
,,0,0.503766942
,,1,0.554251444
,,0,0.55516304
,,0,0.22808983
,,0,0.573643247
,,1,0.586417496
,,0,0.193937457
,,0,0.417545031
,,1,0.684762525
,,1,0.757255699
,,0,0.37148163
,,1,0.66793025
,,0,0.816263284
,,0,0.671598091
,,1,0.516851071
,,0,0.184285785
,,0,0.25167814
,,0,0.36846075
,,1,0.607986495
,,1,0.626095992
,,0,0.289370504
,,0,0.356720183
,,0,0.267918854
,,1,0.711819675
,,1,0.767157225
,,1,0.760499978
,,0,0.552230682
,,0,0.240929177
,,0,0.755874754
,,1,0.503812562
,,1,0.62539781
,,1,0.784306361
,,0,0.600680547
,,1,0.715656135
,,1,0.761746066
,,0,0.496169871
,,0,0.558406211
,,0,0.234234131
,,1,0.314390503
,,0,0.365082995
,,1,0.855908687
,,0,0.363412573
,,1,0.591248881
,,0,0.384549488
,,1,0.799531302
,,1,0.697068174
,,1,0.570379058
,,0,0.553719762
,,1,0.441482664
,,1,0.514226296
,,0,0.441445354
,,1,0.660998784
,,1,0.392963418
,,1,0.451693899
,,0,0.374258606
,,0,0.798913599
,,0,0.317117675
,,0,0.16296338
,,0,0.354654486
,,1,0.790154333
,,1,0.46938861
,,1,0.730857992
,,1,0.768468586
,,0,0.256200194
,,0,0.360338793
,,0,0.397418502
,,0,0.547398145
,,0,0.589329558
,,0,0.655566333
,,0,0.311841479
,,1,0.319903894
,,1,0.773962918
,,1,0.73994994
,,0,0.568114038
,,0,0.173574377
,,0,0.640801047
,,0,0.580625088
,,1,0.655351013
,,1,0.678769155
,,0,0.389419556
,,0,0.416921289
,,0,0.584981419
,,0,0.434470637
,,0,0.241202351
,,1,0.314498447
,,0,0.541726274
,,0,0.408618616
,,0,0.313544585
,,1,0.608527028
,,0,0.582806068
,,1,0.800583297
,,1,0.389601158
,,0,0.407960429
,,0,0.246465119
,,0,0.532411721
,,0,0.192828331
,,1,0.491381231
,,1,0.54517928
,,0,0.699158383
,,1,0.797536424
,,1,0.787571769
,,1,0.641420967
,,0,0.208086273
,,0,0.838322778
,,0,0.673122605
,,1,0.428032497
,,1,0.709166944
,,0,0.543800589
,,1,0.375551543
,,0,0.53966093
,,0,0.248722697
,,1,0.583051213
,,0,0.242091627
,,0,0.556087891
,,1,0.381413649
,,0,0.668197184
,,0,0.183112358
,,0,0.32386795
,,1,0.279584873
,,1,0.627745089
,,1,0.496060293
,,0,0.221210135
,,0,0.355703058
,,1,0.339833894
,,0,0.311478786
,,1,0.32800434
,,0,0.350468237
,,0,0.41890777
,,1,0.617514836
,,0,0.22993977
,,1,0.563889864
,,0,0.205144813
,,0,0.250251318
,,0,0.528845713
,,1,0.669974314
,,1,0.332097883
,,1,0.857010324
,,1,0.549888678
,,1,0.583850554
,,0,0.530191777
,,0,0.276844216
,,1,0.448981866
,,1,0.571121697
,,0,0.505414539
,,1,0.794827925
,,0,0.564102374
,,0,0.629847114
,,1,0.327219803
,,1,0.616896544
,,1,0.735400088
,,0,0.337483315
,,0,0.26428313
,,0,0.646242686
,,1,0.541162753
,,1,0.777709789
,,0,0.414361373
,,0,0.434360677
,,1,0.683559193
,,0,0.342978924
,,0,0.559618145
,,1,0.715637204
,,1,0.615889509
,,1,0.416943326
,,0,0.636512185
,,0,0.18734248
,,1,0.713100764
,,1,0.396542521
,,0,0.669159181
,,0,0.513814558
,,0,0.541132196
,,1,0.30957604
,,0,0.552896046
,,0,0.23751616
,,0,0.351194572
,,0,0.472107182
,,1,0.282901729
,,0,0.434883746
,,0,0.400258131
,,0,0.524806275
,,0,0.550556306
,,1,0.371802581
,,1,0.580026324
,,0,0.310311303
,,1,0.759398082
,,0,0.383728008
,,0,0.614796017
,,0,0.738377793
,,0,0.492163435
,,0,0.724758257
,,1,0.416188725
,,0,0.134974741
,,0,0.731932235
,,0,0.447109234
,,1,0.784920318
,,1,0.691759671
,,1,0.530510354
,,0,0.258424017
,,0,0.206905551
,,0,0.245743935
,,1,0.514165204
,,0,0.265242794
,,0,0.548473683
,,0,0.626901071
,,0,0.509961232
,,0,0.400858767
,,0,0.278595135
,,0,0.263780243
,,0,0.448473142
,,1,0.795534422
,,0,0.461867161
,,1,0.452184133
,,1,0.87392818
,,1,0.612481465
,,1,0.5867071
,,0,0.351506118
,,1,0.861959615
,,1,0.550421297
,,1,0.69740332
,,1,0.680090328
,,0,0.22348407
,,0,0.519289653
,,0,0.344830743
,,1,0.746410504
,,1,0.592552887
,,0,0.481367166
,,1,0.709055416
,,1,0.596754619
,,0,0.237177128
,,1,0.198496779
,,0,0.799289682
,,0,0.231061074
,,0,0.365337803
,,1,0.79371903
,,0,0.58287231
,,1,0.612798625
,,1,0.652295503
,,0,0.234236152
,,0,0.251715265
,,1,0.596375856
,,0,0.32518516
,,0,0.23014189
,,1,0.501606067
,,0,0.735767588
,,0,0.202533543
,,0,0.578583924
,,1,0.298939839
,,1,0.617066053
,,0,0.661929104
,,1,0.479617642
,,1,0.517370321
,,0,0.688493625
,,0,0.377746789
,,1,0.524032191
,,0,0.322138824
,,1,0.620486473
,,0,0.287014259
,,0,0.439207596
,,0,0.188849786
,,0,0.353655016
,,0,0.261467153
,,0,0.697735993
,,1,0.349509719
,,1,0.750814294
,,0,0.393862626
,,0,0.637245082
,,0,0.865968597
,,1,0.537373392
,,1,0.823616105
,,1,0.380905655
,,0,0.476895434
,,1,0.55195229
,,1,0.622396389
,,0,0.354019617
,,1,0.539704062
,,1,0.519896272
,,1,0.669642238
,,1,0.688819628
,,1,0.320578503
,,0,0.197858921
,,0,0.429892464
,,1,0.760547059
,,0,0.743479134
,,1,0.31009958
,,0,0.581137786
,,0,0.329597906
,,0,0.601260699
,,0,0.667426701
,,1,0.702755551
,,1,0.28753533
,,1,0.578106127
,,1,0.269517812
,,1,0.668080033
,,1,0.786169949
,,1,0.38631733
,,0,0.39234401
,,0,0.275435845
,,1,0.649658652
,,1,0.75252427
,,0,0.517880457
,,0,0.42316821
,,0,0.675679803
,,0,0.601151858
,,1,0.705896191
,,1,0.653719407
,,1,0.736037147
,,0,0.647555003
,,0,0.269001689
,,0,0.27821264
,,1,0.358674585
,,1,0.348330358
,,1,0.673517115
,,0,0.339010954
,,0,0.401985194
,,0,0.644410185
,,0,0.19330695
,,0,0.270893316
,,1,0.516346372
,,1,0.498022088
,,1,0.655880139
,,1,0.471747453
,,0,0.711300402
,,0,0.453690353
,,1,0.303006925
,,0,0.484513295
,,1,0.628391068
,,0,0.279449144
,,0,0.472989699
,,0,0.265071985
,,1,0.678104377
,,0,0.334611764
,,0,0.405203424
,,1,0.363071539
,,0,0.472595746
,,1,0.504379937
,,1,0.862631161
,,0,0.1607981
,,1,0.774485635
,,0,0.449112145
,,0,0.70105596
,,1,0.75951961
,,1,0.500924401
,,1,0.744465117
,,0,0.377570139
,,1,0.393631186
,,1,0.653484733
,,0,0.228555799
,,0,0.594128995
,,1,0.75596655
,,1,0.748193021
,,1,0.484564734
,,1,0.558465204
,,0,0.350770124
,,0,0.398421307
,,0,0.483219556
,,1,0.409889187
,,1,0.325568931
,,0,0.347071596
,,0,0.245926935
,,0,0.234350995
,,0,0.365505777
,,0,0.497011975
,,1,0.5148742
,,1,0.776420576
,,0,0.379730378
,,0,0.225343899
,,0,0.366396273
,,1,0.761879835
,,0,0.186188526
,,0,0.418962164
,,0,0.606627872
,,0,0.472692369
,,0,0.637406307
,,1,0.44145477
,,0,0.535732576
,,0,0.689398477
,,1,0.67354061
,,1,0.4694497
,,1,0.806243434
,,0,0.219498493
,,1,0.650412554
,,1,0.349617233
,,0,0.314277994
,,0,0.294712841
,,1,0.598957654
,,0,0.272244454
,,0,0.519379528
,,1,0.838787097
,,0,0.497899952
,,0,0.377238909
,,1,0.454179976
,,0,0.18779594
,,0,0.790662184
,,0,0.333878834
,,1,0.561432931
,,1,0.341259053
,,0,0.519675832
,,1,0.632870517
,,1,0.385159268
,,0,0.746823851
,,0,0.664220865
,,1,0.746548724
,,1,0.58191368
,,0,0.561749704
,,1,0.578202977
,,1,0.149917045
,,0,0.459408893
,,0,0.370272106
,,1,0.609671246
,,0,0.229475309
,,1,0.27942472
,,0,0.163433909
,,1,0.648956139
,,1,0.773050969
,,1,0.556816413
,,0,0.325416854
,,0,0.133699428
,,1,0.665016947
,,0,0.252595806
,,0,0.256068851
,,0,0.249812277
,,0,0.290659338
,,1,0.495347387
,,0,0.305625786
,,0,0.404637765
,,0,0.225358079
,,1,0.647435752
,,0,0.482100674
,,1,0.452095739
,,1,0.534865619
,,1,0.675579481
,,1,0.817267064
,,0,0.345780124
,,0,0.334854499
,,0,0.202174188
,,1,0.790872367
,,0,0.391627477
,,0,0.489416479
,,0,0.627633628
,,1,0.399743235
,,0,0.232439736
,,1,0.617692734
,,1,0.622983098
,,0,0.456815061
,,0,0.699344214
,,0,0.406545932
